EmployeeID,FirstName,LastName,Gender,State,City,HireDate,Department,JobTitle,EducationLevel,PerformanceRating,Overtime,Salary,BirthDate,TerminationDate,AdjustedSalary
E01190,Urvashi,Issac,Female,Uttar Pradesh,Noida,2018-02-22,HR,HR Manager,Master's,Excellent,No,757568,1976-03-04,,977489
E01191,Geetika,Hayre,Male,West Bengal,Howrah,2021-03-19,Operations,Operations Executive,Bachelor's,Satisfactory,Yes,572738,1981-03-29,,572738
E01192,Ubika,Nair,Male,Gujarat,Surat,2016-07-03,HR,HR Manager,Master's,Satisfactory,No,489457,1986-07-11,,562875
E01193,Hemal,Deol,Female,West Bengal,Kolkata,2022-04-23,Sales,Sales Executive,Bachelor's,Excellent,No,403619,1986-05-02,,411691
E01194,Amol,Choudhary,Male,Uttar Pradesh,Kanpur,2023-12-25,HR,HR Executive,Bachelor's,Satisfactory,Yes,794341,1995-01-01,,794341
E01195,Arjun,Banerjee,Female,Maharashtra,Nagpur,2022-11-06,Operations,Operations Manager,Master's,Needs Improvement,Yes,777304,1967-11-20,,1002955
E01196,Isaac,Contractor,Male,Delhi,New Delhi,2020-02-20,Sales,Sales Manager,Bachelor's,Satisfactory,No,664302,1985-02-28,,664302
E01197,Yashvi,Rai,Male,Maharashtra,Nagpur,2024-02-19,Operations,Operations Manager,Master's,Excellent,Yes,743721,1989-02-27,,855279
E01198,Tanvi,Chandran,Male,Gujarat,Surat,2020-10-07,HR,HR Executive,Bachelor's,Satisfactory,No,485412,1992-10-14,2023-07-20,485412
E01199,Darsh,Sankar,Male,Karnataka,Mangalore,2022-05-06,Finance,Finance Manager,Master's,Needs Improvement,No,798023,1981-05-16,,1009499
E01200,Jagdish,Mane,Male,Karnataka,Mysuru,2018-02-21,Sales,Business Development,Master's,Excellent,Yes,556886,1975-03-04,,704460
E01201,Widisha,Anand,Male,Delhi,New Delhi,2022-03-23,Sales,Sales Manager,Bachelor's,Satisfactory,Yes,753863,1980-04-02,,829249
E01202,Chaman,Mohan,Female,West Bengal,Howrah,2016-03-08,Operations,Operations Executive,Bachelor's,Good,No,707276,1987-03-16,2018-06-05,721421
E01203,Urvi,Rana,Female,Gujarat,Surat,2024-09-04,Sales,Sales Manager,Bachelor's,Excellent,No,788398,1984-09-14,,804165
E01204,Vivaan,Kohli,Female,Tamil Nadu,Madurai,2020-04-22,Operations,Operations Executive,Bachelor's,Excellent,Yes,658509,1993-04-29,,671679
E01205,Xiti,Basu,Female,West Bengal,Siliguri,2017-07-15,Finance,Finance Manager,Master's,Good,Yes,862057,1977-07-25,,1011192
E01206,Aadi,Manda,Female,Karnataka,Bengaluru,2019-04-20,Finance,Finance Manager,Master's,Good,No,579101,1970-05-02,,747214
E01207,Jagrati,Naidu,Female,Maharashtra,Nagpur,2020-03-14,Finance,Accountant,Bachelor's,Good,No,830397,1987-03-23,2023-03-25,847004
E01208,Ladli,Das,Female,Tamil Nadu,Madurai,2023-08-29,Sales,Sales Executive,Bachelor's,Excellent,No,767117,1985-09-07,,782459
E01209,Janaki,Loke,Female,West Bengal,Howrah,2022-09-07,Sales,Sales Executive,Bachelor's,Good,Yes,658020,1990-09-15,,671180
E01210,Dalaja,Peri,Male,Uttar Pradesh,Kanpur,2023-10-18,Finance,Accountant,Bachelor's,Satisfactory,No,455310,1985-10-27,,455310
E01211,Xiti,Singhal,Male,Karnataka,Mangalore,2024-04-08,Sales,Sales Executive,Bachelor's,Good,No,585704,1986-04-18,,585704
E01212,Kai,Swamy,Female,Uttar Pradesh,Kanpur,2024-04-14,IT,Software Engineer,Bachelor's,Satisfactory,Yes,1442339,1992-04-22,,1471185
E01213,Ijaya,Manda,Male,Tamil Nadu,Coimbatore,2023-09-13,Finance,Accountant,Bachelor's,Needs Improvement,No,715636,1987-09-22,,715636
E01214,Chavvi,Ganesan,Female,Tamil Nadu,Chennai,2018-02-25,IT,IT Manager,Master's,Good,No,1030824,1969-03-09,,1330072
E01215,Gabriel,Ramanathan,Male,Maharashtra,Mumbai,2022-04-16,Sales,Sales Executive,Bachelor's,Good,No,351474,2000-04-21,,351474
E01216,Girindra,Chandra,Female,Tamil Nadu,Coimbatore,2023-08-01,Finance,Accountant,Bachelor's,Satisfactory,Yes,1168731,1986-08-10,,1192105
E01217,Rachit,Sandhu,Female,Karnataka,Mysuru,2024-09-02,Operations,Operations Manager,Master's,Satisfactory,Yes,542696,1987-09-12,,636582
E01218,Jai,Gopal,Male,West Bengal,Kolkata,2018-12-22,HR,HR Executive,Bachelor's,Excellent,Yes,495829,1991-12-29,,495829
E01219,Janya,Ramakrishnan,Male,West Bengal,Howrah,2019-06-12,Operations,Operations Executive,Bachelor's,Satisfactory,Yes,599799,1980-06-21,,599799
E01220,Nitesh,Arora,Male,Delhi,New Delhi,2015-04-21,IT,Data Analyst,Bachelor's,Good,No,1172633,1986-04-28,,1172633
E01221,Mohammed,Bains,Female,West Bengal,Howrah,2020-10-29,Finance,Accountant,Bachelor's,Excellent,No,478108,1976-11-09,,536437
E01222,Gopal,Mahal,Female,Delhi,New Delhi,2024-02-16,IT,IT Manager,Master's,Good,No,1277122,1991-02-24,,1498064
E01223,Arin,Lalla,Female,Uttar Pradesh,Kanpur,2023-08-10,Operations,Operations Manager,Master's,Excellent,No,769154,1992-08-17,,902217
E01224,Vasatika,Mander,Female,West Bengal,Howrah,2020-05-26,Finance,Finance Manager,Master's,Satisfactory,No,947768,1977-06-06,2021-10-25,1222905
E01225,Yasti,Ramachandran,Male,Gujarat,Vadodara,2023-11-07,Sales,Sales Executive,Bachelor's,Satisfactory,No,408134,1980-11-17,,448947
E01226,Bhavna,Lata,Female,Maharashtra,Nagpur,2016-07-13,Sales,Sales Executive,Bachelor's,Satisfactory,No,817648,1978-07-23,,834000
E01227,Aryan,Sood,Female,Uttar Pradesh,Kanpur,2019-11-14,HR,HR Executive,Bachelor's,Excellent,No,353671,1984-11-22,,360744
E01228,Rohan,Madan,Male,Gujarat,Vadodara,2016-10-12,Operations,Operations Executive,Bachelor's,Satisfactory,Yes,503935,1977-10-22,,503935
E01229,Chanakya,Narain,Male,Tamil Nadu,Chennai,2023-06-14,Finance,Finance Manager,Master's,Good,Yes,949365,1971-06-27,,1200946
E01230,Deepa,Ramesh,Male,Maharashtra,Pune,2018-08-02,IT,Data Analyst,Bachelor's,Needs Improvement,No,1072984,1974-08-13,,1180282
E01231,Ethan,Nori,Male,Gujarat,Ahmedabad,2021-01-26,HR,HR Executive,Bachelor's,Needs Improvement,No,794380,1996-02-02,,794380
E01232,Ekani,Bakshi,Male,Karnataka,Bengaluru,2020-04-10,Sales,Sales Executive,Bachelor's,Good,No,502957,1987-04-19,,502957
E01233,Karan,Raju,Male,Delhi,New Delhi,2023-03-25,IT,Software Engineer,Bachelor's,Satisfactory,Yes,1488317,1992-04-01,,1488317
E01234,Samuel,Saini,Female,Delhi,New Delhi,2019-02-11,Finance,Finance Manager,Master's,Satisfactory,No,693107,1976-02-22,,894315
E01235,Finn,Soman,Female,Delhi,New Delhi,2023-10-28,Finance,Financial Analyst,Master's,Good,Yes,955124,1985-11-06,,1120360
E01236,Vasana,Dara,Male,Tamil Nadu,Chennai,2023-03-25,Operations,Operations Manager,Master's,Good,No,388044,1990-04-02,,446250
E01237,Ranbir,Bhasin,Male,Karnataka,Bengaluru,2022-11-28,IT,Data Analyst,Bachelor's,Satisfactory,No,773887,1990-12-06,,773887
E01238,Eiravati,Agarwal,Female,Uttar Pradesh,Lucknow,2022-10-26,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,706036,1978-11-06,,792172
E01239,Jackson,Dhar,Male,Delhi,New Delhi,2021-10-25,IT,Software Engineer,Bachelor's,Good,Yes,844251,1999-10-31,,844251
E01240,Omya,Hans,Male,Karnataka,Mangalore,2023-09-30,Operations,Operations Manager,Master's,Good,No,749580,1985-10-09,,862016
E01241,Joshua,Karnik,Male,Tamil Nadu,Madurai,2024-12-29,Operations,Operations Executive,Bachelor's,Excellent,No,371336,1989-01-07,,371336
E01242,Chasmum,Chahal,Female,Maharashtra,Pune,2020-06-26,HR,HR Manager,Master's,Good,Yes,696948,1976-07-07,,899272
E01243,Aadi,Prasad,Male,West Bengal,Howrah,2021-03-18,HR,HR Executive,Bachelor's,Good,Yes,595019,1996-03-24,,595019
E01244,Shivani,Ghose,Female,Gujarat,Surat,2020-03-07,HR,HR Executive,Bachelor's,Excellent,Yes,619715,1992-03-14,,632109
E01245,Vasudha,Divan,Male,Maharashtra,Nagpur,2020-11-10,IT,Software Engineer,Bachelor's,Good,No,518845,1983-11-20,,518845
E01246,Ayush,Kulkarni,Female,Tamil Nadu,Chennai,2018-12-26,Finance,Financial Analyst,Master's,Excellent,No,1131017,1982-01-04,,1326682
E01247,Girik,Sodhi,Male,Tamil Nadu,Madurai,2018-10-30,IT,IT Manager,Master's,Satisfactory,Yes,1471032,1974-11-10,2021-01-23,1860855
E01248,Zinal,Ganguly,Male,Uttar Pradesh,Lucknow,2024-02-24,IT,Software Engineer,Bachelor's,Good,Yes,595817,1980-03-06,,655398
E01249,Gagan,Ratti,Male,Maharashtra,Nagpur,2016-02-14,Finance,Finance Manager,Master's,Satisfactory,No,440957,1971-02-25,,557810
E01250,Waida,Choudhry,Female,Karnataka,Bengaluru,2019-02-12,HR,HR Manager,Master's,Satisfactory,No,333055,1979-02-22,,390673
E01251,Jeevika,Gaba,Male,Delhi,New Delhi,2023-04-11,Operations,Operations Executive,Bachelor's,Good,No,514211,1983-04-21,,514211
E01252,Warinder,Goda,Male,Maharashtra,Pune,2024-06-29,HR,HR Executive,Bachelor's,Needs Improvement,Yes,652459,1984-07-09,,652459
E01253,Avi,Sangha,Female,Tamil Nadu,Madurai,2019-10-20,Operations,Operations Manager,Master's,Good,No,456341,1984-10-28,,535287
E01254,Ekani,Parmer,Male,Tamil Nadu,Chennai,2024-04-10,Sales,Business Development,Master's,Satisfactory,No,689092,1988-04-19,,792455
E01255,Neha,Cherian,Female,Karnataka,Mangalore,2024-06-18,IT,Data Analyst,Bachelor's,Excellent,No,708822,1985-06-28,,722998
E01256,Lila,Borra,Male,Gujarat,Surat,2024-04-25,Finance,Accountant,Bachelor's,Good,No,413691,1988-05-04,,413691
E01257,Yagnesh,Balan,Female,Gujarat,Surat,2017-10-02,Sales,Sales Executive,Bachelor's,Good,Yes,638751,1988-10-09,,651526
E01258,Ayaan,Palla,Male,West Bengal,Kolkata,2022-08-05,Operations,Operations Manager,Master's,Excellent,No,339044,1982-08-15,,389900
E01259,Peter,Jain,Female,Gujarat,Vadodara,2022-02-01,Sales,Sales Executive,Bachelor's,Satisfactory,No,527860,1979-02-12,,592258
E01260,Jack,Oak,Male,Maharashtra,Pune,2023-12-09,HR,HR Executive,Bachelor's,Good,Yes,422549,2000-12-14,,422549
E01261,Ishanvi,Narula,Female,Maharashtra,Mumbai,2020-10-21,Operations,Operations Executive,Bachelor's,Satisfactory,No,850529,1997-10-27,,867539
E01262,Onveer,Narang,Female,Maharashtra,Pune,2018-06-02,Finance,Accountant,Bachelor's,Needs Improvement,No,1034342,1973-06-13,,1160531
E01263,Jatin,Chokshi,Female,West Bengal,Siliguri,2020-05-18,Operations,Operations Manager,Master's,Excellent,No,779384,1977-05-29,,1005639
E01264,Xiti,Kalita,Female,Karnataka,Mysuru,2022-01-22,HR,HR Executive,Bachelor's,Satisfactory,Yes,783294,1998-01-28,,798959
E01265,Vinaya,Dua,Male,Karnataka,Mysuru,2022-10-24,HR,HR Manager,Master's,Good,Yes,731866,1977-11-04,,925810
E01266,Yamini,Master,Male,Uttar Pradesh,Lucknow,2022-01-09,HR,HR Executive,Bachelor's,Good,No,754942,1979-01-20,,830436
E01267,Wakeeta,Swamy,Male,Delhi,New Delhi,2023-03-14,HR,HR Executive,Bachelor's,Needs Improvement,No,641170,2001-03-19,,641170
E01268,Gabriel,Bajaj,Male,Gujarat,Vadodara,2022-02-07,Finance,Accountant,Bachelor's,Good,Yes,540462,1991-02-15,,540462
E01269,Yashoda,Tiwari,Male,Karnataka,Mangalore,2023-02-04,IT,Data Analyst,Bachelor's,Good,No,1071123,1991-02-12,,1071123
E01270,Tanveer,Dass,Male,Delhi,New Delhi,2024-02-10,HR,HR Executive,Bachelor's,Excellent,No,674523,1987-02-19,,674523
E01271,Yachana,Pall,Male,Tamil Nadu,Chennai,2020-11-28,IT,Software Engineer,Bachelor's,Satisfactory,No,690605,1986-12-07,,690605
E01272,Sanaya,Nath,Female,Karnataka,Bengaluru,2016-02-17,Sales,Sales Executive,Bachelor's,Good,No,542568,1994-02-22,,553419
E01273,Sanaya,Raval,Female,Maharashtra,Nagpur,2016-08-21,Operations,Operations Executive,Bachelor's,Excellent,No,431510,1979-08-31,,440140
E01274,Nirja,Garde,Male,Karnataka,Mangalore,2017-01-07,IT,Software Engineer,Bachelor's,Good,No,1478664,1990-01-14,,1478664
E01275,Wriddhish,Ahluwalia,Male,Maharashtra,Pune,2021-12-21,Finance,Finance Manager,Master's,Good,No,415632,1984-12-30,,477976
E01276,Darpan,Chaudhuri,Female,Karnataka,Bengaluru,2022-03-21,IT,Software Engineer,Bachelor's,Good,No,704939,1997-03-27,2023-01-01,719037
E01277,Unni,Iyengar,Female,Delhi,New Delhi,2018-12-20,Sales,Sales Manager,Bachelor's,Satisfactory,Yes,402362,1968-01-02,,451450
E01278,Ekalinga,Choudhury,Female,Uttar Pradesh,Lucknow,2021-12-12,Operations,Operations Executive,Bachelor's,Good,Yes,425394,1984-12-21,,433901
E01279,Yashvi,Misra,Female,Uttar Pradesh,Noida,2017-01-12,HR,HR Manager,Master's,Good,No,439948,1978-01-22,,516059
E01280,Aahana,Sarma,Male,West Bengal,Kolkata,2015-09-20,HR,HR Executive,Bachelor's,Good,No,548234,1984-09-27,,548234
E01281,Simon,Toor,Female,Delhi,New Delhi,2021-05-31,Finance,Finance Manager,Master's,Good,Yes,400568,1966-06-14,,516852
E01282,Lohit,Sood,Male,Maharashtra,Nagpur,2017-03-10,Operations,Operations Manager,Master's,Good,No,509409,1986-03-18,,585820
E01283,Kabir,Mani,Male,Uttar Pradesh,Noida,2016-06-30,Finance,Accountant,Bachelor's,Good,No,902152,1973-07-11,,992367
E01284,Gaurika,Sharma,Female,Uttar Pradesh,Kanpur,2018-09-14,HR,HR Executive,Bachelor's,Good,No,411938,1995-09-20,,420176
E01285,Simon,Khanna,Female,Gujarat,Vadodara,2016-09-23,Operations,Operations Executive,Bachelor's,Satisfactory,No,490154,1976-10-03,,499957
E01286,Yoshita,Mistry,Female,Delhi,New Delhi,2024-09-01,Sales,Sales Executive,Bachelor's,Satisfactory,No,995551,1993-09-09,,1015462
E01287,Kritika,Sodhi,Female,Delhi,New Delhi,2018-09-09,Finance,Finance Manager,Master's,Good,No,539315,1979-09-19,,632616
E01288,Ridhi,Yadav,Male,Gujarat,Surat,2020-04-07,IT,Software Engineer,Bachelor's,Excellent,No,509574,1991-04-15,,509574
E01289,Rachana,De,Female,Maharashtra,Pune,2019-01-29,IT,Data Analyst,Bachelor's,Good,No,1089494,1982-02-07,,1111283
E01290,Neha,Purohit,Female,Gujarat,Vadodara,2017-10-27,HR,HR Executive,Bachelor's,Excellent,Yes,633581,1987-11-04,,646252
E01291,Ekavir,Apte,Male,Delhi,New Delhi,2020-12-04,HR,HR Manager,Master's,Good,No,513500,1988-12-12,,590525
E01292,Leela,Sinha,Female,Maharashtra,Pune,2015-08-19,Finance,Finance Manager,Master's,Needs Improvement,Yes,1058993,1960-09-01,2024-06-29,1366418
E01293,Yashoda,Butala,Male,West Bengal,Howrah,2021-02-10,IT,Data Analyst,Bachelor's,Needs Improvement,No,1294645,1976-02-22,,1424109
E01294,Meghana,Varghese,Male,Tamil Nadu,Madurai,2019-11-03,Sales,Sales Manager,Bachelor's,Good,Yes,835176,1981-11-12,,835176
E01295,Eta,Balan,Male,Gujarat,Surat,2021-07-29,IT,Software Engineer,Bachelor's,Excellent,Yes,1370529,1989-08-06,2022-09-22,1370529
E01296,Vedhika,Mody,Female,Gujarat,Ahmedabad,2022-07-24,Sales,Sales Manager,Bachelor's,Needs Improvement,No,760752,1978-08-04,,853563
E01297,Sarthak,Kadakia,Male,West Bengal,Howrah,2015-05-26,IT,Data Analyst,Bachelor's,Good,No,1007933,1982-06-03,,1007933
E01298,Dayamai,Dhillon,Male,Karnataka,Mangalore,2019-04-08,IT,Software Engineer,Bachelor's,Excellent,No,1376283,1995-04-14,,1376283
E01299,Vihaan,Menon,Female,Tamil Nadu,Madurai,2019-01-31,Sales,Sales Manager,Bachelor's,Excellent,No,350571,1977-02-10,2024-03-13,393340
E01300,Yatan,Bail,Female,Tamil Nadu,Chennai,2021-04-12,HR,HR Executive,Bachelor's,Excellent,No,381803,1996-04-18,,389439
E01301,Jairaj,Sibal,Female,Tamil Nadu,Madurai,2023-05-19,IT,Software Engineer,Bachelor's,Satisfactory,Yes,673917,1992-05-26,,687395
E01302,Charles,Raju,Female,Tamil Nadu,Chennai,2022-04-16,IT,Software Engineer,Bachelor's,Good,Yes,570417,1977-04-27,,640007
E01303,Chaitanya,Dugar,Male,Gujarat,Vadodara,2017-11-24,Operations,Operations Manager,Master's,Good,No,739277,1975-12-05,,935185
E01304,Brijesh,Patil,Male,Tamil Nadu,Madurai,2019-03-03,Finance,Financial Analyst,Master's,Satisfactory,No,1036136,1978-03-13,2023-01-17,1310712
E01305,Qushi,Andra,Female,Maharashtra,Pune,2023-11-13,Sales,Business Development,Master's,Good,No,422301,1983-11-23,,495359
E01306,Anika,Sinha,Male,Gujarat,Vadodara,2016-06-26,Sales,Sales Executive,Bachelor's,Excellent,No,672797,1982-07-05,,672797
E01307,Zehaan,Kothari,Female,Gujarat,Surat,2021-05-17,Sales,Sales Manager,Bachelor's,Satisfactory,No,758463,1966-05-31,,850995
E01308,Meghana,Parikh,Male,West Bengal,Siliguri,2024-07-07,IT,Software Engineer,Bachelor's,Good,No,1354630,1982-07-18,,1490093
E01309,Henry,Manne,Male,Delhi,New Delhi,2018-09-09,HR,HR Manager,Master's,Good,No,605551,1976-09-19,,766022
E01310,Krish,Pathak,Male,Tamil Nadu,Coimbatore,2023-11-27,HR,HR Executive,Bachelor's,Good,Yes,731602,1988-12-05,,731602
E01311,Shravya,Yadav,Female,Maharashtra,Mumbai,2021-03-04,Operations,Operations Executive,Bachelor's,Good,No,636348,1994-03-11,2023-02-27,649074
E01312,Robert,Chada,Male,Maharashtra,Mumbai,2017-03-02,Operations,Operations Manager,Master's,Good,No,582058,1987-03-10,,669366
E01313,Wriddhish,Shanker,Female,Uttar Pradesh,Noida,2015-08-18,Finance,Accountant,Bachelor's,Good,No,1088551,1988-08-24,,1110322
E01314,Wriddhish,Grewal,Female,Tamil Nadu,Coimbatore,2020-02-15,HR,HR Executive,Bachelor's,Good,No,756571,1998-02-20,,771702
E01315,Rushil,Wali,Female,Tamil Nadu,Chennai,2020-07-27,Finance,Accountant,Bachelor's,Needs Improvement,Yes,796771,1993-08-03,,812706
E01316,Panini,Mitra,Male,Gujarat,Surat,2019-09-15,Operations,Operations Executive,Bachelor's,Good,Yes,717159,1996-09-20,,717159
E01317,Zayyan,Rege,Male,Gujarat,Surat,2019-03-25,Finance,Financial Analyst,Master's,Good,No,966392,1974-04-05,,1222485
E01318,Peter,Oza,Male,West Bengal,Howrah,2023-05-17,HR,HR Manager,Master's,Good,Yes,333445,1968-05-30,2024-01-24,421807
E01319,Kritika,Kata,Male,Maharashtra,Pune,2015-06-13,IT,Software Engineer,Bachelor's,Needs Improvement,No,662671,1972-06-23,,728938
E01320,Hemangini,Taneja,Female,Delhi,New Delhi,2021-07-08,IT,Data Analyst,Bachelor's,Satisfactory,No,819537,1983-07-18,,835927
E01321,Charles,Bansal,Male,Tamil Nadu,Coimbatore,2022-07-04,Sales,Sales Executive,Bachelor's,Good,Yes,534336,1989-07-12,,534336
E01322,Divya,Shenoy,Male,Delhi,New Delhi,2017-09-12,Sales,Sales Manager,Bachelor's,Satisfactory,No,659811,1976-09-22,,725792
E01323,Meera,Zachariah,Female,West Bengal,Kolkata,2024-05-04,HR,HR Executive,Bachelor's,Satisfactory,No,518486,1979-05-16,,581741
E01324,Irya,Dar,Female,Karnataka,Mysuru,2021-10-25,IT,Software Engineer,Bachelor's,Good,Yes,785704,1990-11-02,,801418
E01325,Anika,Minhas,Male,Tamil Nadu,Coimbatore,2021-07-05,IT,IT Manager,Master's,Needs Improvement,No,1118033,1991-07-13,,1285737
E01326,Vasudha,Balasubramanian,Female,Delhi,New Delhi,2021-02-12,Sales,Business Development,Master's,Good,No,368550,1984-02-22,,432309
E01327,Raghav,Patil,Male,Maharashtra,Pune,2021-07-07,IT,Data Analyst,Bachelor's,Good,No,1465509,1978-07-18,,1612059
E01328,Chanakya,Balasubramanian,Male,Delhi,New Delhi,2021-06-16,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,735991,1977-06-27,,809590
E01329,Aachal,Sastry,Female,Uttar Pradesh,Kanpur,2023-07-10,IT,Software Engineer,Bachelor's,Satisfactory,Yes,794285,1997-07-16,,810170
E01330,Jairaj,Bhatnagar,Female,West Bengal,Kolkata,2018-01-05,Sales,Sales Executive,Bachelor's,Good,No,914061,1983-01-14,2020-09-21,932342
E01331,Daniel,Pandya,Male,Gujarat,Vadodara,2021-07-06,HR,HR Executive,Bachelor's,Excellent,No,544458,1982-07-16,,544458
E01332,Isaac,Minhas,Male,Karnataka,Mangalore,2015-10-23,Finance,Financial Analyst,Master's,Excellent,No,644033,1976-11-01,,740637
E01333,Krishna,Loyal,Female,Gujarat,Vadodara,2022-07-27,Operations,Operations Executive,Bachelor's,Good,No,425158,1990-08-04,,433661
E01334,Darsh,Dar,Male,Maharashtra,Pune,2024-01-05,Finance,Finance Manager,Master's,Excellent,Yes,582014,1974-01-17,,736247
E01335,Amrita,Varty,Male,Tamil Nadu,Coimbatore,2015-10-18,Operations,Operations Manager,Master's,Needs Improvement,No,603867,1962-10-31,,763891
E01336,Vasudha,Manda,Male,Uttar Pradesh,Kanpur,2022-02-20,Sales,Sales Executive,Bachelor's,Satisfactory,No,683571,1989-02-28,,683571
E01337,Bhavika,Saini,Female,Tamil Nadu,Madurai,2022-02-10,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,575552,1991-02-18,,587063
E01338,Zaitra,Chad,Female,Tamil Nadu,Coimbatore,2017-06-02,HR,HR Manager,Master's,Good,No,600239,1968-06-14,,774488
E01339,Qasim,Baria,Male,Tamil Nadu,Madurai,2016-10-03,Sales,Sales Executive,Bachelor's,Excellent,No,887213,1989-10-10,,887213
E01340,Shivani,Kala,Female,Gujarat,Surat,2022-03-30,Operations,Operations Executive,Bachelor's,Satisfactory,No,693190,1977-04-10,,777759
E01341,Ishaan,Bajwa,Female,Uttar Pradesh,Noida,2023-12-29,HR,HR Manager,Master's,Needs Improvement,Yes,456332,1990-01-06,,535277
E01342,Girish,Ganguly,Female,Karnataka,Mysuru,2019-04-26,Sales,Sales Executive,Bachelor's,Good,No,691771,1997-05-01,,705606
E01343,Ekavir,Mandal,Female,Tamil Nadu,Madurai,2021-05-15,IT,IT Manager,Master's,Excellent,Yes,1136913,1988-05-23,,1333598
E01344,Kamya,Divan,Male,Gujarat,Surat,2020-04-16,HR,HR Executive,Bachelor's,Good,No,789989,1977-04-27,,868987
E01345,Kamya,Dewan,Male,Maharashtra,Mumbai,2024-05-08,Operations,Operations Executive,Bachelor's,Satisfactory,No,310482,1979-05-20,,341530
E01346,Lavanya,Sane,Female,West Bengal,Kolkata,2023-07-05,Sales,Sales Manager,Bachelor's,Good,No,903590,1986-07-14,,921661
E01347,Jagvi,Banik,Female,Karnataka,Bengaluru,2024-05-30,Finance,Financial Analyst,Master's,Good,Yes,673105,1994-06-07,,789552
E01348,Vihaan,Goyal,Female,Gujarat,Surat,2022-11-04,HR,HR Executive,Bachelor's,Good,No,456954,1977-11-15,,512702
E01349,Jackson,Kohli,Female,Gujarat,Ahmedabad,2016-04-27,HR,HR Manager,Master's,Good,No,608054,1967-05-10,,784572
E01350,Indali,Sandhu,Male,Gujarat,Surat,2018-09-03,Finance,Finance Manager,Master's,Good,Yes,633484,1967-09-16,,801357
E01351,Amruta,Mohanty,Male,West Bengal,Howrah,2020-07-24,IT,Data Analyst,Bachelor's,Satisfactory,Yes,1067331,1993-07-31,,1067331
E01352,Ekta,Goyal,Male,Uttar Pradesh,Noida,2018-10-02,HR,HR Manager,Master's,Good,No,397593,1985-10-10,,457231
E01353,Vrishti,Kade,Male,Maharashtra,Mumbai,2022-07-31,Operations,Operations Manager,Master's,Satisfactory,Yes,502036,1991-08-08,,577341
E01354,Advika,Bhattacharyya,Male,Maharashtra,Pune,2015-03-29,HR,HR Manager,Master's,Satisfactory,Yes,523652,1982-04-06,,602199
E01355,Bahadurjit,Mand,Male,Tamil Nadu,Chennai,2017-10-15,Operations,Operations Executive,Bachelor's,Excellent,No,443648,1982-10-24,,443648
E01356,Darsh,Nath,Female,Gujarat,Surat,2020-02-07,Operations,Operations Executive,Bachelor's,Satisfactory,No,409003,1994-02-13,,417183
E01357,Zaitra,Kakar,Male,Maharashtra,Pune,2024-12-19,HR,HR Executive,Bachelor's,Good,Yes,474321,1981-12-30,,521753
E01358,Vansha,Parikh,Male,Karnataka,Mangalore,2023-10-05,IT,Software Engineer,Bachelor's,Satisfactory,No,701159,2000-10-10,,701159
E01359,Dayamai,Vasa,Female,Maharashtra,Pune,2023-04-18,Operations,Operations Executive,Bachelor's,Good,Yes,352750,1987-04-27,,359805
E01360,Deepa,Talwar,Female,Uttar Pradesh,Lucknow,2021-11-24,Sales,Business Development,Master's,Good,No,460315,1981-12-04,,539949
E01361,Chakrika,Mody,Female,Gujarat,Ahmedabad,2024-09-14,HR,HR Executive,Bachelor's,Satisfactory,Yes,652036,1995-09-22,,665076
E01362,Nitara,Kadakia,Male,Gujarat,Surat,2018-08-16,IT,Software Engineer,Bachelor's,Satisfactory,Yes,1184338,1986-08-24,,1184338
E01363,Qushi,Ray,Male,Uttar Pradesh,Noida,2021-12-16,IT,IT Manager,Master's,Good,No,542445,1974-12-28,,686192
E01364,Mohini,Sandhu,Male,Tamil Nadu,Chennai,2015-06-25,Operations,Operations Manager,Master's,Satisfactory,Yes,691734,1960-07-08,2023-05-10,875043
E01365,Bhavini,Narasimhan,Male,Tamil Nadu,Madurai,2024-03-14,IT,Data Analyst,Bachelor's,Satisfactory,No,1372653,1990-03-23,,1372653
E01366,Chaitaly,Chowdhury,Male,Karnataka,Mysuru,2021-11-23,IT,Data Analyst,Bachelor's,Good,No,609060,1996-11-29,,609060
E01367,Jeremiah,Sodhi,Female,Karnataka,Bengaluru,2024-06-10,Sales,Sales Executive,Bachelor's,Good,No,927423,1990-06-19,,945971
E01368,Hamsini,Vala,Female,Maharashtra,Mumbai,2022-11-26,Sales,Sales Manager,Bachelor's,Good,Yes,666719,1970-12-09,,748058
E01369,Neelima,Barad,Female,Uttar Pradesh,Noida,2022-06-22,HR,HR Executive,Bachelor's,Good,No,662181,1998-06-28,,675424
E01370,Sathvik,Dora,Male,Karnataka,Mangalore,2019-01-29,Operations,Operations Executive,Bachelor's,Good,Yes,561326,1990-02-05,,561326
E01371,Hritik,Baria,Male,Tamil Nadu,Madurai,2023-03-13,Sales,Sales Executive,Bachelor's,Good,No,979333,1979-03-24,,1077266
E01372,Amaira,Sem,Male,Uttar Pradesh,Lucknow,2018-12-09,Sales,Sales Executive,Bachelor's,Excellent,Yes,950596,1975-12-20,,1045655
E01373,Sai,Kapur,Male,Uttar Pradesh,Noida,2020-01-23,Operations,Operations Manager,Master's,Good,Yes,776557,1975-02-03,,982344
